component,explained_variance_ratio,cumulative_explained_variance
PC573,5.503205750322475e-06,0.999856257950372
PC574,5.415242986587258e-06,0.9998616731933586
PC575,5.205962964097799e-06,0.9998668791563227
PC576,5.117028957863901e-06,0.9998719961852806
PC577,4.972716337235172e-06,0.9998769689016178
PC578,4.859256459917908e-06,0.9998818281580777
PC579,4.808334380401228e-06,0.9998866364924581
PC580,4.650205997457763e-06,0.9998912866984556
PC581,4.558374321014037e-06,0.9998958450727766
PC582,4.5116763807259545e-06,0.9999003567491573
PC583,4.4556754647751845e-06,0.9999048124246221
PC584,4.290040717467745e-06,0.9999091024653396
PC585,4.0651374452601505e-06,0.9999131676027848
PC586,3.891160898288184e-06,0.9999170587636831
PC587,3.868681319339911e-06,0.9999209274450024
PC588,3.7548514765148736e-06,0.9999246822964789
PC589,3.7011245438570527e-06,0.9999283834210227
PC590,3.5547637115754687e-06,0.9999319381847344
PC591,3.4400983256763152e-06,0.99993537828306
PC592,3.3591582198105683e-06,0.9999387374412798
PC593,3.3057285941073662e-06,0.9999420431698739
PC594,3.0923620633587713e-06,0.9999451355319372
PC595,3.08921813813825e-06,0.9999482247500754
PC596,3.0123136211346114e-06,0.9999512370636965
PC597,2.906380035113893e-06,0.9999541434437316
PC598,2.8260992946770496e-06,0.9999569695430263
PC599,2.676742422787151e-06,0.9999596462854491
PC600,2.6210269793088474e-06,0.9999622673124284
PC601,2.4030768859396584e-06,0.9999646703893144
PC602,2.365483006590286e-06,0.9999670358723209
PC603,2.30916110894273e-06,0.9999693450334299
PC604,2.1629475232992552e-06,0.9999715079809532
PC605,2.1275278964232682e-06,0.9999736355088497
PC606,2.015507711393298e-06,0.999975651016561
PC607,1.8733285137468826e-06,0.9999775243450748
PC608,1.8608252923362044e-06,0.9999793851703671
PC609,1.7452922003463566e-06,0.9999811304625674
PC610,1.7153049970051977e-06,0.9999828457675645
PC611,1.56771172546591e-06,0.9999844134792899
PC612,1.4295985562722708e-06,0.9999858430778462
PC613,1.3862557182099304e-06,0.9999872293335644
PC614,1.2869318693671083e-06,0.9999885162654338
PC615,1.2602108673433263e-06,0.9999897764763012
PC616,1.2301924694147111e-06,0.9999910066687706
PC617,1.0820379780818148e-06,0.9999920887067487
PC618,1.0719130379063e-06,0.9999931606197866
PC619,1.0080015077856849e-06,0.9999941686212944
PC620,9.510690141091451e-07,0.9999951196903085
PC621,9.211929237778257e-07,0.9999960408832324
PC622,7.976729287541867e-07,0.9999968385561611
PC623,7.160697926718978e-07,0.9999975546259537
PC624,6.237563933181553e-07,0.9999981783823471
PC625,5.72530572761487e-07,0.9999987509129198
PC626,4.699404747037617e-07,0.9999992208533945
PC627,3.219912928286844e-07,0.9999995428446874
PC628,2.6428337070441523e-07,0.9999998071280581
PC629,1.9287194461479347e-07,1.0000000000000027
PC630,2.0246012775759262e-32,1.0000000000000027
PC631,1.0260992104541123e-32,1.0000000000000027
PC632,7.813663441227879e-33,1.0000000000000027
PC633,6.338116147280336e-33,1.0000000000000027
PC634,5.2268244888016725e-33,1.0000000000000027
PC635,3.274183270798071e-33,1.0000000000000027
PC636,3.0966256135010484e-33,1.0000000000000027
PC637,2.613574142729752e-33,1.0000000000000027
PC638,2.480914649439117e-33,1.0000000000000027
PC639,1.7710745935129088e-33,1.0000000000000027
PC640,8.322655749765935e-34,1.0000000000000027
PC641,3.853622331358442e-34,1.0000000000000027
PC642,3.853622331358442e-34,1.0000000000000027
PC643,3.853622331358442e-34,1.0000000000000027
PC644,3.853622331358442e-34,1.0000000000000027
PC645,3.853622331358442e-34,1.0000000000000027
PC646,3.853622331358442e-34,1.0000000000000027
PC647,3.853622331358442e-34,1.0000000000000027
PC648,3.853622331358442e-34,1.0000000000000027
PC649,3.853622331358442e-34,1.0000000000000027
PC650,3.853622331358442e-34,1.0000000000000027
PC651,3.853622331358442e-34,1.0000000000000027
PC652,3.853622331358442e-34,1.0000000000000027
PC653,3.853622331358442e-34,1.0000000000000027
PC654,3.853622331358442e-34,1.0000000000000027
PC655,3.853622331358442e-34,1.0000000000000027
PC656,3.853622331358442e-34,1.0000000000000027
PC657,3.853622331358442e-34,1.0000000000000027
PC658,3.853622331358442e-34,1.0000000000000027
PC659,3.853622331358442e-34,1.0000000000000027
PC660,3.853622331358442e-34,1.0000000000000027
PC661,3.853622331358442e-34,1.0000000000000027
PC662,3.853622331358442e-34,1.0000000000000027
PC663,3.853622331358442e-34,1.0000000000000027
PC664,3.853622331358442e-34,1.0000000000000027
PC665,3.853622331358442e-34,1.0000000000000027
PC666,3.853622331358442e-34,1.0000000000000027
PC667,3.853622331358442e-34,1.0000000000000027
PC668,3.853622331358442e-34,1.0000000000000027
PC669,3.853622331358442e-34,1.0000000000000027
PC670,3.853622331358442e-34,1.0000000000000027
PC671,3.853622331358442e-34,1.0000000000000027
PC672,3.853622331358442e-34,1.0000000000000027
PC673,3.853622331358442e-34,1.0000000000000027
PC674,3.853622331358442e-34,1.0000000000000027
PC675,3.853622331358442e-34,1.0000000000000027
PC676,3.853622331358442e-34,1.0000000000000027
PC677,3.853622331358442e-34,1.0000000000000027
PC678,3.853622331358442e-34,1.0000000000000027
PC679,3.853622331358442e-34,1.0000000000000027
PC680,3.853622331358442e-34,1.0000000000000027
PC681,3.853622331358442e-34,1.0000000000000027
PC682,3.853622331358442e-34,1.0000000000000027
PC683,3.853622331358442e-34,1.0000000000000027
PC684,3.853622331358442e-34,1.0000000000000027
PC685,3.853622331358442e-34,1.0000000000000027
PC686,3.853622331358442e-34,1.0000000000000027
PC687,3.853622331358442e-34,1.0000000000000027
PC688,3.853622331358442e-34,1.0000000000000027
PC689,3.853622331358442e-34,1.0000000000000027
PC690,3.853622331358442e-34,1.0000000000000027
PC691,3.853622331358442e-34,1.0000000000000027
PC692,3.853622331358442e-34,1.0000000000000027
PC693,3.853622331358442e-34,1.0000000000000027
PC694,3.853622331358442e-34,1.0000000000000027
PC695,3.853622331358442e-34,1.0000000000000027
PC696,3.853622331358442e-34,1.0000000000000027
PC697,3.853622331358442e-34,1.0000000000000027
PC698,3.853622331358442e-34,1.0000000000000027
PC699,3.853622331358442e-34,1.0000000000000027
PC700,3.853622331358442e-34,1.0000000000000027
PC701,3.853622331358442e-34,1.0000000000000027
PC702,3.853622331358442e-34,1.0000000000000027
PC703,3.853622331358442e-34,1.0000000000000027
PC704,3.853622331358442e-34,1.0000000000000027
PC705,3.853622331358442e-34,1.0000000000000027
PC706,3.853622331358442e-34,1.0000000000000027
PC707,3.853622331358442e-34,1.0000000000000027
PC708,3.853622331358442e-34,1.0000000000000027
PC709,3.853622331358442e-34,1.0000000000000027
PC710,3.853622331358442e-34,1.0000000000000027
PC711,3.853622331358442e-34,1.0000000000000027
PC712,3.853622331358442e-34,1.0000000000000027
PC713,3.853622331358442e-34,1.0000000000000027
PC714,3.853622331358442e-34,1.0000000000000027
PC715,3.853622331358442e-34,1.0000000000000027
PC716,3.853622331358442e-34,1.0000000000000027
PC717,3.853622331358442e-34,1.0000000000000027
PC718,3.853622331358442e-34,1.0000000000000027
PC719,3.853622331358442e-34,1.0000000000000027
PC720,3.853622331358442e-34,1.0000000000000027
PC721,3.853622331358442e-34,1.0000000000000027
PC722,3.853622331358442e-34,1.0000000000000027
PC723,3.853622331358442e-34,1.0000000000000027
PC724,3.853622331358442e-34,1.0000000000000027
PC725,3.853622331358442e-34,1.0000000000000027
PC726,3.853622331358442e-34,1.0000000000000027
PC727,3.853622331358442e-34,1.0000000000000027
PC728,3.853622331358442e-34,1.0000000000000027
PC729,3.853622331358442e-34,1.0000000000000027
PC730,3.853622331358442e-34,1.0000000000000027
PC731,3.853622331358442e-34,1.0000000000000027
PC732,3.853622331358442e-34,1.0000000000000027
PC733,3.853622331358442e-34,1.0000000000000027
PC734,3.853622331358442e-34,1.0000000000000027
PC735,3.853622331358442e-34,1.0000000000000027
PC736,3.853622331358442e-34,1.0000000000000027
PC737,3.853622331358442e-34,1.0000000000000027
PC738,3.853622331358442e-34,1.0000000000000027
PC739,3.853622331358442e-34,1.0000000000000027
PC740,3.853622331358442e-34,1.0000000000000027
PC741,3.853622331358442e-34,1.0000000000000027
PC742,3.853622331358442e-34,1.0000000000000027
PC743,3.853622331358442e-34,1.0000000000000027
PC744,3.853622331358442e-34,1.0000000000000027
PC745,3.853622331358442e-34,1.0000000000000027
PC746,3.853622331358442e-34,1.0000000000000027
PC747,3.853622331358442e-34,1.0000000000000027
PC748,3.853622331358442e-34,1.0000000000000027
PC749,3.853622331358442e-34,1.0000000000000027
PC750,3.853622331358442e-34,1.0000000000000027
PC751,3.853622331358442e-34,1.0000000000000027
PC752,3.853622331358442e-34,1.0000000000000027
PC753,3.853622331358442e-34,1.0000000000000027
PC754,3.853622331358442e-34,1.0000000000000027
PC755,3.853622331358442e-34,1.0000000000000027
PC756,3.853622331358442e-34,1.0000000000000027
PC757,3.853622331358442e-34,1.0000000000000027
PC758,3.853622331358442e-34,1.0000000000000027
PC759,3.853622331358442e-34,1.0000000000000027
PC760,3.853622331358442e-34,1.0000000000000027
PC761,3.853622331358442e-34,1.0000000000000027
PC762,3.853622331358442e-34,1.0000000000000027
PC763,3.853622331358442e-34,1.0000000000000027
PC764,3.853622331358442e-34,1.0000000000000027
PC765,3.853622331358442e-34,1.0000000000000027
PC766,3.853622331358442e-34,1.0000000000000027
PC767,3.853622331358442e-34,1.0000000000000027
PC768,3.853622331358442e-34,1.0000000000000027
PC769,3.853622331358442e-34,1.0000000000000027
PC770,3.853622331358442e-34,1.0000000000000027
PC771,3.853622331358442e-34,1.0000000000000027
PC772,3.853622331358442e-34,1.0000000000000027
PC773,3.853622331358442e-34,1.0000000000000027
PC774,2.961782410990801e-34,1.0000000000000027
PC775,1.9760894416034094e-34,1.0000000000000027
PC776,1.5287087190908723e-34,1.0000000000000027
PC777,8.603010459551488e-35,1.0000000000000027
PC778,7.680075051247074e-35,1.0000000000000027
PC779,6.869995188366725e-35,1.0000000000000027
PC780,5.292609171724002e-35,1.0000000000000027
PC781,5.103812859688641e-35,1.0000000000000027
PC782,4.842414813881733e-35,1.0000000000000027
PC783,4.468227076714171e-35,1.0000000000000027
PC784,4.151280540838379e-35,1.0000000000000027
PC785,3.830040511444903e-35,1.0000000000000027
PC786,3.706516106413767e-35,1.0000000000000027
PC787,3.4836036194676417e-35,1.0000000000000027
PC788,3.373523513802729e-35,1.0000000000000027
PC789,3.343049682567326e-35,1.0000000000000027
PC790,3.2934757432436864e-35,1.0000000000000027
PC791,3.223291310989395e-35,1.0000000000000027
PC792,3.191719657203954e-35,1.0000000000000027
PC793,3.1488462160198725e-35,1.0000000000000027
PC794,3.114673517571198e-35,1.0000000000000027
PC795,3.0709722316197656e-35,1.0000000000000027
PC796,2.865165508506819e-35,1.0000000000000027
PC797,2.7306280553257654e-35,1.0000000000000027
PC798,2.723179463314647e-35,1.0000000000000027
PC799,2.62527480156823e-35,1.0000000000000027
PC800,2.5126079502146227e-35,1.0000000000000027
PC801,2.3431104442806123e-35,1.0000000000000027
PC802,2.3334362333084793e-35,1.0000000000000027
PC803,2.3098761293592113e-35,1.0000000000000027
PC804,2.159542136514887e-35,1.0000000000000027
PC805,2.098769994273003e-35,1.0000000000000027
PC806,2.064110075037885e-35,1.0000000000000027
PC807,1.9487485975868053e-35,1.0000000000000027
PC808,1.9487485973594108e-35,1.0000000000000027
PC809,1.9487485757992928e-35,1.0000000000000027
PC810,1.9487454442586286e-35,1.0000000000000027
PC811,1.745964013972056e-35,1.0000000000000027
PC812,1.7441244392849635e-35,1.0000000000000027
PC813,1.608721495378081e-35,1.0000000000000027
PC814,1.528838187075183e-35,1.0000000000000027
PC815,1.5098762217282783e-35,1.0000000000000027
PC816,1.4234109329585596e-35,1.0000000000000027
PC817,1.373116946151703e-35,1.0000000000000027
PC818,1.3713915372931447e-35,1.0000000000000027
PC819,1.3621954640101516e-35,1.0000000000000027
PC820,1.0819424811637798e-35,1.0000000000000027
PC821,9.281252064526245e-36,1.0000000000000027
PC822,8.283924011151844e-36,1.0000000000000027
PC823,7.589083255167842e-36,1.0000000000000027
PC824,7.205167975295818e-36,1.0000000000000027
PC825,6.722551051929575e-36,1.0000000000000027
PC826,6.576628881893211e-36,1.0000000000000027
PC827,6.447765279865794e-36,1.0000000000000027
PC828,5.104296624487021e-36,1.0000000000000027
PC829,4.7349736685503315e-36,1.0000000000000027
PC830,4.1058828775518996e-36,1.0000000000000027
PC831,3.02067580857129e-36,1.0000000000000027
PC832,2.776234194466257e-36,1.0000000000000027
PC833,2.366491619425769e-36,1.0000000000000027
PC834,2.1096384689535417e-36,1.0000000000000027
PC835,2.0986286595173423e-36,1.0000000000000027
PC836,2.0636381343199263e-36,1.0000000000000027
PC837,2.050749683822358e-36,1.0000000000000027
PC838,1.998644588996173e-36,1.0000000000000027
PC839,1.9801210318390653e-36,1.0000000000000027
PC840,1.06502670316392e-36,1.0000000000000027
PC841,8.707981925608477e-37,1.0000000000000027
